NPA,Violent_Crime_Rate_2016,Violent_Crimes_2016,Violent_Crime_Rate_2015,Violent_Crimes_2015,Violent_Crime_Rate_2013,Violent_Crimes_2013,Violent_Crime_Rate_2011,Violent_Crimes_2011,Property_Crime_Rate_2016,Property_Crimes_2016,Property_Crime_Rate_2015,Property_Crimes_2015,Property_Crime_Rate_2013,Property_Crimes_2013,Property_Crime_Rate_2011,Property_Crimes_2011,Disorder_Call_Rate_2016,Disorder_Calls_2016,Disorder_Call_Rate_2015,Disorder_Calls_2015,Disorder_Call_Rate_2013,Disorder_Calls_2013,Animal_Control_Call_Rate_2016,Animal_Control_Calls_2016,Animal_Control_Call_Rate_2015,Animal_Control_Calls_2015,Animal_Control_Call_Rate_2013,Animal_Control_Calls_2013,Animal_Control_Call_Rate_2011,Animal_Control_Calls_2011,Fire_Call_Rate_2016,Fire_Calls_2016,Fire_Call_Rate_2015,Fire_Calls_2015,Fire_Call_Rate_2013,Fire_Calls_2013,Nuisance_Violations_2016,Nuisance_Violations_Total_2016,Nuisance_Violations_2015,Nuisance_Violations_Total_2015,Nuisance_Violations_2013,Nuisance_Violations_Total_2013
113,5.9,24,3.5,14,2.4,9,2.2,8,44.3,181,29.7,119,32.6,123,36.36,132,99,404,100.1,401,94.5,356,39.4,161,39.4,186,46.7,176,47.9,174,19.8,81,20.5,82,22.8,86,9.3,135,12.4,176,9.5,130
114,14.8,19,10.4,13,12.4,15,8.3,10,34.4,44,35.2,44,49.6,60,46.43,56,156.1,200,190.3,238,150.4,182,71,91,71,92,124.8,151,73.8,89,30.4,39,40,50,28.9,35,42.4,187,27.6,117,12.7,54
115,0.4,2,0.2,1,0.5,2,0.9,3,8.7,43,3.7,18,5.1,20,9.06,30,27.8,137,23.9,116,28,111,10,49,10,78,17.9,71,23.3,77,18.9,93,20.4,99,21.5,85,0.2,3,1.9,34,1.4,24
116,,,,,,,8.5,24,,,,,,,86.62,244,,,,,,,,,,,,,,,45,174,9.5,36,13.1,46,,,,,,
117,3,12,1.8,7,2.7,10,1.5,5,24.7,100,16.8,67,20.7,78,26,86,102.4,415,73.6,293,73.1,275,32.8,133,32.8,94,37,139,51.7,171,23,93,19.4,77,17.8,67,8.3,123,14,204,11.8,167
118,0,0,0,0,0,0,,,6.4,8,8.1,10,10,12,8.63,10,,,21,26,,,32.6,41,32.6,42,16.6,20,,,15.9,20,4,5,6.6,8,,,2.1,9,,
119,6.6,9,8.9,12,2.2,3,4.6,6,91.2,124,84.2,114,67.9,91,68.65,90,216.2,294,217.9,295,197,264,95.6,130,95.6,118,93.3,125,76.3,100,53.7,73,31,42,44.8,60,9.9,46,20.3,95,17.5,82
120,15.7,23,17.2,26,20.3,30,4.1,6,64,94,53,80,71,105,64.09,93,279.3,410,251,379,229.9,340,62,91,62,85,70.3,104,65.5,95,52.5,77,39.1,59,21,31,23.1,134,26.4,158,12.3,73
121,4.4,10,6.2,14,4.9,11,8.2,17,67.1,153,32.5,74,27.1,61,60.81,126,156.1,356,143.3,326,123.3,278,71.9,164,71.9,153,105.5,238,92.7,192,55.7,127,44.8,102,30.2,68,43.1,355,37.2,307,33.6,277
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,11.4,29,9.1,23,7.1,18,4.9,12,44.9,114,42.3,107,53.7,136,41.34,101,203.9,518,168.4,426,150.7,382,49.2,125,49.2,112,48.1,122,47.9,117,47.2,120,37.6,95,49.7,126,6.3,69,7.7,84,9.9,108
124,31.8,65,22.7,47,29.5,60,19.4,35,223.5,457,311.6,645,362.2,737,379.22,686,775.1,1585,644,1333,623.1,1268,113,231,113,201,110.6,225,107.2,194,95.4,195,85.5,177,77.6,158,10.7,95,30.5,271,11.8,105
125,8.4,25,8.9,26,11.3,32,9.5,28,60.7,180,58.5,172,58.8,167,53.49,157,179.6,533,215.7,634,210.5,598,49.5,147,49.5,158,72.2,205,80.8,237,37.8,112,37.4,110,45.8,130,12.6,135,16.4,175,12.1,127
126,3.2,2,9.3,5,2.8,1,76.9,1,81.9,51,57.5,31,64.3,23,"2,076.92",27,276.1,172,270.9,146,293.3,105,24.1,15,24.1,11,19.6,7,615.4,8,20.9,13,39,21,47.5,17,1,3,3.6,9,2.1,4
127,6.7,16,5.1,12,7.6,18,8,21,29.2,70,29.5,70,33,78,35.97,94,127.9,307,128.6,305,121.9,288,32.1,77,32.1,106,36.8,87,43.6,114,38.3,92,43.9,104,26.2,62,7.4,73,9,89,6.2,61
128,13.7,40,8.3,24,12.3,35,7.6,19,33.9,99,30.5,88,42.4,121,54.33,136,193,563,152.4,440,163.6,467,80.6,235,80.6,204,103.4,295,106.3,266,24.7,72,25.6,74,20.3,58,29.9,311,20.8,217,15.2,159
129,0.5,1,0,0,0.5,1,0,0,4.9,11,4,9,4.6,10,9.16,20,34.1,76,39.5,88,39.4,86,15.7,35,15.7,42,22,48,16,35,11.2,25,12.1,27,13.3,29,0.7,6,6.6,57,0.6,5
130,0.6,1,2.2,4,1.1,2,0.7,1,17.7,32,25.4,46,15.7,28,22.15,34,60.8,110,59.7,108,60.4,108,34.3,62,34.3,46,27.4,49,37.8,58,19.9,36,17.7,32,18.5,33,0.1,1,1.6,12,0,0
131,1.4,3,0,0,1,2,1.1,2,19.5,42,6.1,13,11.7,23,8.86,16,51.5,111,52.6,112,34.6,68,48.7,105,48.7,72,29.5,58,49.3,89,9.7,21,16,34,9.2,18,4.4,35,4.7,37,2.8,21
132,0,0,1.9,1,3.9,2,4.4,2,32.3,17,24.6,13,29.1,15,34.93,16,127.1,67,122.9,65,110.7,57,41.8,22,41.8,38,97.1,50,56.8,26,19,10,28.4,15,50.5,26,18.9,53,33.1,93,10.8,30
133,0,0,0,0,0.9,1,0,0,14.7,16,14.8,16,15.9,17,17.29,17,51.6,56,51.9,56,63.6,68,8.3,9,8.3,14,35.5,38,40.7,40,23,25,11.1,12,12.2,13,1.8,11,1.4,9,1,6
134,8.7,11,4.8,6,4.9,6,6.3,5,24.5,31,25.6,32,28.7,35,47.86,38,130.4,165,119.8,150,95.2,116,33.2,42,33.2,60,68.1,83,80.6,64,26.1,33,15.2,19,23,28,17.8,80,8.5,38,14.3,64
135,13.4,17,9.4,12,7.1,9,11.2,14,74.9,95,51.4,66,64,81,72.12,90,206.6,262,219.6,282,210.3,266,13.4,17,13.4,33,33.2,42,33.7,42,47.3,60,56.1,72,26.9,34,0.4,2,2.2,12,0.5,3
136,1.9,4,1,2,1,2,0,0,14.5,31,12.4,26,13.3,27,12.45,23,42.2,90,46.3,97,44.8,91,36.6,78,36.6,48,22.1,45,37.9,70,16.4,35,14.8,31,16.7,34,2.2,18,5,40,6,47
137,4.1,7,5.8,10,2.9,5,2.7,5,57.5,99,49.5,85,34.8,59,57.1,105,119.6,206,117.5,202,113.7,193,62.7,108,62.7,144,74.8,127,57.1,105,30.2,52,25,43,36.5,62,16.6,91,14.4,79,14.2,78
138,54.7,42,41.8,32,27.4,21,29.8,21,187.5,144,201.3,154,96.6,74,161.93,114,1408.9,1082,1324.2,1013,870.8,667,157.6,121,157.6,129,167.1,128,132.1,93,93.8,72,74.5,57,104.4,80,36.7,92,47,118,36.3,91
139,8.4,14,9.6,16,7.2,12,7.5,11,56.2,94,57.6,96,46.6,78,48.81,72,182.8,306,193.9,323,136.9,229,50.2,84,50.2,85,75.3,126,78.6,116,52,87,46.2,77,29.3,49,16.2,107,15.6,103,17.4,115
140,6.8,20,8.8,26,6.3,17,3.9,10,61.5,181,53.8,159,55.5,149,62.18,159,182.7,538,228,674,206,553,58.8,173,58.8,198,85.3,229,73.5,188,42.5,125,40.9,121,29.4,79,12.1,130,16.6,178,8.1,87
141,32.1,31,28.1,27,25.3,25,21.6,19,165.5,160,138.4,133,133.3,132,143.02,126,887.3,858,846,813,784.9,777,112.7,109,112.7,91,111.1,110,119.2,105,77.6,75,100.9,97,80.8,80,12.6,43,21.5,73,32.3,111
142,9,24,4.9,13,7.3,19,4.7,11,141.1,376,138.5,365,92.4,239,109.47,259,202,538,173.1,456,185.9,481,52.2,139,52.2,110,79.2,205,107.8,255,40.5,108,34.9,92,19.3,50,10.5,136,23.8,309,4.5,59
143,0,0,0,0,0,0,0,0,7.4,10,5.1,7,5.9,8,6.8,9,38.4,52,27.9,38,53.9,73,15.5,21,15.5,30,41.4,56,16.6,22,14.8,20,14.7,20,17,23,1,6,2.4,15,1.8,11
144,,,6.2,13,10.3,21,,,10.3,22,28.9,61,38.9,79,,,,,,,,,,,,,,,,,21.1,45,10.9,23,9.4,19,3.4,33,1.2,11,9,83
145,,,5.3,9,3,5,,,51,87,66.7,113,42.6,71,,,,,,,,,,,,,,,,,15.3,26,20.1,34,12.6,21,1.7,11,2.2,14,2.2,14
146,1.6,3,3.8,7,5.5,10,1.8,3,49.9,94,41.2,77,36.3,66,38.21,65,150.7,284,110.3,206,131.1,238,40.9,77,40.9,113,53.4,97,52.9,90,29.7,56,20.4,38,27,49,9.3,62,14.7,97,14.4,95
147,6.8,16,6.5,15,2.7,6,9.9,20,29.5,69,26,60,30.9,69,46.44,94,143.6,336,127.7,295,160.3,358,39.3,92,39.3,103,41.6,93,56.3,114,25.6,60,27.7,64,26.9,60,3.1,33,12.8,137,5.4,57
148,0,0,0.8,2,0.4,1,0,0,8.9,22,8.9,22,5.3,13,4.66,10,19.9,49,21.9,54,25.2,62,8.9,22,8.9,37,17.5,43,26.1,56,15.8,39,15.8,39,11,27,0.9,8,2.6,24,1.2,11
149,0,0,0,0,2.6,2,1.6,1,8.8,8,7.7,7,14.4,11,14,9,29.7,27,29.7,27,54.9,42,17.6,16,17.6,13,20.9,16,10.9,7,57.2,52,53.9,49,27.5,21,0.2,1,7.8,35,1,4
150,0.5,1,3.3,6,2.2,4,2.3,4,29.7,55,16.8,31,28.4,52,21.05,37,86.4,160,87.3,161,93.3,171,44.3,82,44.3,78,52.9,97,71.7,126,20,37,13,24,19.1,35,8.2,56,9.6,65,8.8,60
151,0.3,1,0.3,1,0.9,3,0.6,2,3.2,11,5.8,20,5.5,19,8.99,29,18.4,64,19,66,26.5,91,17.3,60,17.3,45,18.6,64,17.4,56,20.5,71,15,52,14.3,49,0.4,5,1.3,14,1.2,13
152,3.7,3,2.5,2,1.2,1,0,0,7.4,6,17.3,14,13.5,11,24.26,18,69.5,56,34.7,28,36.7,30,28.5,23,28.5,29,30.6,25,75.5,56,9.9,8,29.7,24,9.8,8,12.6,37,13.9,41,2.4,7
153,2.3,9,1.5,6,1.8,7,0.5,2,25.3,99,16.1,63,17.1,67,20.52,77,65.5,256,49.4,193,64,250,15.9,62,15.9,57,18.9,74,19.7,74,13.8,54,16.4,64,9.2,36,4.2,51,3,37,1.6,20
154,1,3,0.3,1,2,6,1.4,4,12,36,20.3,61,13,39,14.38,42,41.6,125,43.9,132,49.2,148,23,69,23,66,27.3,82,27.1,79,32.6,98,24.6,74,10.3,31,4.4,50,6,68,5.5,63
155,1.1,3,0.7,2,1.9,5,1.3,3,18.9,54,18.1,50,18.6,50,20.98,50,67.9,194,58.7,162,66.1,178,39.2,112,39.2,92,50.8,137,53.3,127,16.4,47,18.5,51,17.1,46,13.8,143,11.2,112,11.4,113
156,4.4,16,1.7,6,3.3,11,3,9,19.1,70,23.5,83,23,76,26.71,79,74.7,274,94.2,333,90.3,298,39.2,144,39.2,160,44.9,148,46,136,23.4,86,20.7,73,19.7,65,15.3,192,10.8,130,7.9,92
157,26,34,44.2,54,39.2,68,36.6,56,113.3,148,151.4,185,123.8,215,169.17,259,1323.1,1728,1509,1844,863,1499,67.4,88,67.4,81,93.8,163,79.7,122,142.4,186,137.5,168,72,125,36.1,104,35.8,103,25.3,99
158,8.7,32,6.8,25,7.2,26,3.3,11,41.2,151,30.9,113,43,155,45.43,153,117.2,429,102.5,375,119.4,430,52.7,193,52.7,200,67.5,243,65,219,31.4,115,28.4,104,23.9,86,13.2,170,21.7,279,10.5,135
159,16.2,18,14.7,16,16.4,17,11,10,52.1,58,42.4,46,49.3,51,47.3,43,253.4,282,228.4,248,233.8,242,67.4,75,67.4,70,115,119,128.7,117,27.9,31,44.2,48,48.3,50,31.2,124,41.7,162,13.9,53
160,9.3,27,10,29,3.8,11,4.1,11,40.6,118,54.8,159,37.7,108,56.15,152,165.6,481,165.1,479,147.1,422,61.3,178,61.3,195,94.1,270,87.6,237,37.9,110,34.1,99,22.3,64,23.7,262,18.5,205,15.3,169
161,2.6,7,2.3,6,1.1,3,3.9,10,26.1,70,28.2,75,34.3,90,23.16,59,60,161,58.7,156,73.5,193,18.3,49,18.3,53,35.8,94,27.1,69,23.9,64,21.5,57,10.7,28,0,0,0.4,4,0.1,1
162,5.1,10,5.7,11,4.2,8,5.5,10,40.1,78,32,62,39.3,75,40.07,73,136.6,266,116.5,226,141.3,270,85.3,166,85.3,151,72.7,139,89.5,163,18,35,15.5,30,15.7,30,16.1,112,30.3,211,13.7,96
163,11.2,10,5.5,5,5.8,5,3.7,3,78.5,70,80.9,73,75.6,65,96.58,79,600.9,536,546.6,493,446.5,384,44.8,40,44.8,34,22.1,19,74.6,61,102,91,104.2,94,62.8,54,3.2,17,8.6,47,9.4,51
164,17.7,85,13.1,61,16.6,80,16.1,59,46.7,224,45.2,211,54.2,261,57.31,210,253.4,1216,241.7,1128,219.7,1057,30.6,147,30.6,139,48.6,234,66.3,243,29.4,141,24.6,115,28.3,136,7.7,136,16.4,286,9.9,179
165,7.7,19,7.7,19,5.8,14,8,16,37.9,93,28.8,71,24.4,59,59.27,118,133.9,329,146.2,360,113.6,275,25.2,62,25.2,107,51.2,124,35.7,71,23.6,58,19.9,49,18.2,44,11.6,106,12.1,110,11.4,104
166,6.3,8,14.2,18,4,5,5.3,5,61,77,47.3,60,57.1,71,77.17,73,219.3,277,185.3,235,169.6,211,27.7,35,27.7,43,39.4,49,47.6,45,30.9,39,26,33,16.9,21,4.1,22,4.5,24,4.1,22
167,9.9,8,11.1,9,11.3,9,10.5,8,45.9,37,52,42,46.6,37,74.51,57,203.2,164,258.7,209,214.1,170,69.4,56,69.4,49,55.4,44,53.6,41,53.3,43,53.2,43,20.2,16,3.1,11,5.8,21,3.9,14
168,4.4,7,5.7,9,5.1,8,2.8,4,30.4,49,25.2,40,26.1,41,39.86,57,141.5,228,162.3,258,122.3,192,65.8,106,65.8,134,103.2,162,93.7,134,24.2,39,14.5,23,16.6,26,24.1,153,14.7,93,13.6,86
169,0,0,0.5,1,0.5,1,1,2,8.9,21,6.9,15,5.2,11,4.06,8,25.3,60,21.5,47,21.3,45,13.9,33,13.9,63,14.7,31,11.2,22,15.6,37,13.2,29,7.1,15,0.1,1,0.4,3,0.1,1
170,0,0,0,0,0.6,1,0,0,11.5,21,12.6,23,14.2,26,8.13,14,32.8,60,25.1,46,25.7,47,9.3,17,9.3,11,21.9,40,22.1,38,27.9,51,16.4,30,20.3,37,0.3,2,0.8,5,0.3,2
171,1,1,1.1,1,1.1,1,3.5,3,66.1,66,48.9,44,49.4,45,76.2,65,167.2,167,152.4,137,128.4,117,26,26,26,27,31.8,29,56.3,48,47.1,47,48.9,44,56,51,0.2,1,3,12,0.5,2
172,0.7,2,1,3,1,3,0.4,1,9.1,28,13.7,42,16.4,48,22.06,56,55.4,170,67.9,208,49.1,144,23.8,73,23.8,55,24.2,71,17.3,44,14.3,44,21.6,66,24.2,71,0.5,6,1.2,13,0.3,3
173,11.7,14,13.1,15,8.4,9,2.1,2,54.2,65,48,55,54,58,55.67,53,144.3,173,94.2,108,152.7,164,62.6,75,62.6,61,96.8,104,91.4,87,20,24,14,16,24.2,26,8.4,35,21.8,88,23.3,91
174,5.2,9,2.9,5,4,7,2.5,4,48.8,84,53.4,92,35.2,61,51.14,81,101.6,175,113.8,196,139.2,241,79.5,137,79.5,131,64.1,111,94.7,150,40.6,70,38.9,67,28.3,49,11.8,74,9.3,58,3.5,22
175,0,0,0,0,0,0,0.6,1,2.2,4,4.4,8,12.1,22,12.06,21,20.8,38,33.3,61,30.9,56,27.9,51,27.9,53,37,67,33.9,59,25.2,46,16.9,31,13.2,24,2.9,20,6.4,44,1.5,10
176,0.3,1,0,0,0,0,0,0,9.2,28,5.3,16,3.6,11,5.4,16,20.8,63,19.5,59,24.4,74,21.4,65,21.4,69,17.5,53,25.7,76,14.8,45,15.8,48,9.6,29,1.3,15,1.2,14,1.1,13
177,0,0,0.5,1,0,0,1,2,7.4,14,5.4,10,4.3,8,5.05,10,20.2,38,25.1,47,22.7,42,25.5,48,25.5,45,21.6,40,25.8,51,25,47,30,56,37.9,70,0.9,7,2.4,19,2.2,17
178,3.7,10,2.9,7,3.8,8,4.9,9,65.9,180,45.7,111,62,131,68.53,125,97.7,267,116.4,283,96.5,204,23.4,64,23.4,69,28.9,61,26.9,49,45,123,51,124,45.4,96,2.3,30,4.5,53,0.2,2
179,0,0,0,0,0,0,0,0,10,16,13.6,22,11.8,19,10.12,16,45,72,56.1,91,57,92,10,16,10,27,18,29,16.5,26,30.6,49,34.6,56,27.9,45,3.8,25,5.3,35,1.1,7
180,2.7,4,4.2,6,2.3,3,6.6,8,53.1,80,29.1,42,48.5,63,26.23,32,97.5,147,92.7,134,114.6,149,42.5,64,42.5,98,56.9,74,70.5,86,21.9,33,27,39,15.4,20,19.6,102,24.8,125,17.6,85
181,0.7,2,0.7,2,0.7,2,0.4,1,17.4,50,13.6,39,15.4,43,17.89,45,37.9,109,54.5,156,57.4,160,21.2,61,21.2,71,39.1,109,32.6,82,19.5,56,21.3,61,28.7,80,1.5,19,2.8,35,0.8,10
182,22.8,18,20.5,16,11.6,9,14.9,11,172.6,136,106.6,83,102.7,80,99.05,73,423.9,334,501.9,391,494.2,385,53.3,42,53.3,44,110.4,86,123.5,91,62.2,49,64.2,50,47.5,37,18.7,50,30.2,81,14.9,40
183,3.5,3,3.5,3,2.4,2,3.7,3,35.8,31,32.2,28,20.1,17,39.75,32,151.5,131,191,166,150.9,128,68.2,59,68.2,65,61.3,52,84.5,68,20.8,18,31.1,27,22.4,19,5.1,18,5.7,20,9.7,34
184,0.7,1,0,0,1.5,2,0,0,18.3,25,27,37,15.7,21,22.17,28,55.5,76,80.4,110,76.1,102,32.1,44,32.1,51,29.1,39,29.3,37,16.8,23,24.1,33,29.1,39,4.6,32,22.1,153,4.6,32
185,3.9,12,5.7,17,3.7,11,3.6,10,29,89,24.7,74,23.4,69,26.93,74,99.5,305,97.3,292,94.5,279,12.7,39,12.7,38,25.8,76,31.7,87,18.6,57,12.7,38,14.6,43,0.4,5,4,54,0.4,6
186,4.4,11,4.9,12,5,12,2.6,6,52,130,30.7,76,48.7,118,42.44,100,82.8,207,84.6,209,118.1,286,58.8,147,58.8,131,65.3,158,70.9,167,26.4,66,23.5,58,22.3,54,13.8,114,25.6,212,27.6,228
187,2,2,0,0,1,1,0,0,10,10,11,11,7,7,11.47,11,47.8,48,35.9,36,39.8,40,20.9,21,20.9,35,31.9,32,16.7,16,24.9,25,19.9,20,13,13,0.3,1,0.7,3,0.3,1
188,0.6,1,0,0,0.6,1,1.3,2,7.5,13,12.2,21,8.3,14,8.7,13,28.4,49,26.2,45,24.3,41,22,38,22,18,11.9,20,26.1,39,12.2,21,18,31,14.2,24,0.6,4,1,7,1,7
189,0,0,2.9,3,1,1,0,0,16.6,17,12.7,13,14.7,15,6.28,6,62.5,64,71.3,73,23.4,24,14.7,15,14.7,12,25.4,26,12.6,12,18.6,19,14.7,15,20.5,21,0,0,0.9,4,0,0
190,9.5,10,7.7,8,2.9,3,7.7,7,48.6,51,60.3,63,60.8,63,103.83,95,145.9,153,141.6,148,118.7,123,82.9,87,82.9,96,107.1,111,82,75,44.8,47,42.1,44,49.2,51,16.5,63,22,84,24.4,93
191,0.9,2,1.3,3,0.9,2,0.4,1,19.9,47,12.7,30,17.1,40,16.72,38,53.4,126,48.4,114,45.8,107,22.9,54,22.9,59,28.3,66,23.8,54,15.7,37,15.3,36,12.4,29,1.1,10,1.9,18,2.9,27
192,5.4,14,3.8,9,3.6,8,2.8,5,37.9,98,47.7,114,44.8,99,46.15,84,105.2,272,106.3,254,108.7,240,34.4,89,34.4,71,53.9,119,40.7,74,29.8,77,34.7,83,34,75,7.8,80,3.6,34,5.4,49
193,2.3,3,0,0,0.8,1,3.3,4,20.3,27,20.3,27,39.1,52,22.33,27,104.6,139,68.4,91,90.3,120,8.3,11,8.3,37,25.6,34,52.9,64,45.9,61,41.3,55,48.9,65,3,17,3.9,22,1.6,9
194,0.3,1,0.7,2,0.7,2,,,3.3,10,12.4,37,8.8,26,8.54,24,,,30.2,90,,,12.3,37,12.3,40,11.8,35,,,20.6,62,2,6,1.7,5,,,1,10,,
195,1,2,1.4,3,2.4,5,1.4,3,19.2,40,9.1,19,17.2,36,14.62,31,71.9,150,50.5,105,58.9,123,27.8,58,27.8,45,21.5,45,31.1,66,16.3,34,15.9,33,20.1,42,1.1,9,1.1,9,0.7,6
196,6.3,14,6.4,14,6.5,14,5.1,10,46.6,104,46.9,103,40.2,87,57.11,112,124.1,277,128.9,283,146.6,317,56.4,126,56.4,118,79.1,171,58.1,114,26,58,24.6,54,19,41,7.1,52,18.6,135,11.1,80
197,3.8,10,2.7,7,2.8,7,3.3,8,23.4,61,19.3,50,19.2,49,18.73,45,88.7,231,84.1,218,85.6,218,48.8,127,48.8,84,38.9,99,68.7,165,25.7,67,28.5,74,17.3,44,4.7,47,5.7,57,6.8,67
198,1.8,3,1.8,3,0.6,1,1.5,2,13.9,23,14.6,24,6.9,11,20.33,27,48.5,80,43.2,71,51.1,82,24.9,41,24.9,53,38.7,62,29.4,39,86.7,143,88.8,146,83.5,134,2.7,22,3.4,28,2.7,22
199,16.7,52,20.5,64,11.3,32,9.9,27,76.7,239,52.3,163,63.8,181,60.54,166,227.9,710,242.2,755,222.3,631,21.8,68,21.8,94,53.2,151,46,126,35.3,110,31.4,98,30.7,87,2.7,35,9.7,126,2,25
200,13.1,8,16.6,10,10.5,6,11.9,7,111.3,68,99.3,60,58,33,76.53,45,248.8,152,172.2,104,177.5,101,31.1,19,31.1,35,22.9,13,15.3,9,60.6,37,54.6,33,73.8,42,3.3,8,2.1,5,3.8,9
201,0,0,0,0,0.3,1,0,0,9.3,27,9.6,28,5.5,16,5.15,14,29.2,85,27.4,80,27.9,81,13.7,40,13.7,49,20,58,20.6,56,11.7,34,17.8,52,15.8,46,0.9,10,2.3,27,0.4,5
202,5.5,13,5.6,13,7.9,18,8.1,18,33.9,80,23.9,56,39.1,89,25.32,56,97,229,91.8,215,156.6,356,45.7,108,45.7,113,69.9,159,62.8,139,25.4,60,20.9,49,25.1,57,20.1,143,19.1,136,12.6,90
203,0.5,1,0.5,1,1.1,2,0,0,13.5,26,9.6,18,7.7,14,6.82,11,30.6,59,33.7,63,30.8,56,38.8,75,38.8,45,58.3,106,37.2,60,11.9,23,15,28,16.5,30,2.8,19,3.8,25,5.3,34
204,3.6,5,0.7,1,1.4,2,1.5,2,56.1,78,74.8,104,42.5,59,43.54,58,118,164,107.2,149,93.5,130,46,64,46,64,45.3,63,30.8,41,33.8,47,25.2,35,23.7,33,0.2,1,2.6,16,0.5,3
205,0,0,0,0,0,0,0,0,3.1,3,4.3,4,6.4,6,3.4,3,18.8,18,19.1,18,21.4,20,13.6,13,13.6,17,13.9,13,11.3,10,8.4,8,14.9,14,10.7,10,0.6,2,0.3,1,0,0
206,1.5,2,0,0,0.7,1,1.5,2,16.3,22,5.9,8,8.9,12,6.94,9,40.7,55,27.4,37,20.7,28,20,27,20,14,13.3,18,11.6,15,20.7,28,12.6,17,11.8,16,0,0,1.6,9,0.5,3
207,4.3,11,0.8,2,1.4,3,1.2,2,48.7,124,35.8,92,47.3,101,67.41,109,163.3,416,127.5,328,120.4,257,18.8,48,18.8,27,11.7,25,27.2,44,28.7,73,24.5,63,30.5,65,0.1,2,1.3,19,0.3,3
208,0.5,1,1,2,0,0,0,0,7.8,15,14.5,28,10.7,22,8.49,16,44,85,45.1,87,34,70,21.7,42,21.7,44,19.4,40,17.5,33,35.7,69,36.8,71,33,68,0.7,5,2,15,2.2,16
209,1.7,7,2.5,8,1.7,5,1.9,5,19.6,79,17.2,55,22.2,65,12.56,34,54.3,219,61.5,197,71.8,210,26,105,26,166,41.7,122,35.5,96,20.3,82,21.2,68,17.4,51,2.8,41,7,80,2.2,24
210,0.9,2,1.6,3,2.1,4,0.7,1,24.3,54,22.4,42,23.6,44,16.66,24,98.1,218,106.6,200,136.1,254,17.6,39,17.6,56,18.2,34,21.5,31,28.8,64,38.4,72,19.3,36,0.2,3,1.2,15,0.5,6
211,1.2,3,2.4,6,2.8,7,0.4,1,17.7,46,16.5,42,9.5,24,23.11,55,86.9,226,60.1,153,48.1,121,41.9,109,41.9,95,45.3,114,40.8,97,10,26,15.7,40,9.1,23,6.8,60,14,121,6.9,59
212,13.6,19,12.2,17,15.3,21,11,14,133.7,187,99.3,138,82.4,113,104.85,134,388.1,543,379.9,528,386.3,530,57.9,81,57.9,100,60.5,83,62.6,80,72.2,101,70.5,98,59,81,40.5,202,37.3,186,21.8,109
213,2,3,1.9,3,1.3,2,0.6,1,28,43,32.1,51,36.6,58,23.81,40,102.9,158,118.8,189,93.5,148,25.4,39,25.4,37,23.4,37,32.1,54,65.8,101,52.8,84,71.4,113,4,24,4,25,3,19
215,0,0,1.2,1,1.2,1,1.2,1,6.9,6,12.6,11,15.3,13,17.09,14,51.5,45,44.8,39,64.6,55,29.8,26,29.8,22,44.6,38,46.4,38,20.6,18,19.5,17,22.3,19,1.5,5,2.1,7,4.6,15
216,1.2,1,0,0,0,0,0,0,4.9,4,23.3,19,21,17,10.27,8,53.5,44,78.6,64,90.2,73,20.7,17,20.7,24,51.9,42,19.3,15,71.8,59,90.9,74,50.7,41,1.1,4,4.7,17,2.8,10
217,0,0,0,0,0,0,0,0,5.4,7,10.1,13,9.5,12,5.79,7,22.3,29,32.5,42,27.7,35,26.9,35,26.9,90,58.5,74,28.2,34,23,30,25.5,33,22.2,28,2.8,14,1.6,8,1.6,8
218,1.7,4,1.9,5,1.1,3,0,0,18.3,43,21.7,58,14.3,38,19.09,50,73.8,173,67.7,181,59.3,158,30.3,71,30.3,61,36.4,97,35.1,92,19.6,46,19.5,52,16.2,43,2.6,28,4.2,52,1.9,23
219,19.1,47,8.9,17,7.4,14,7.9,13,124.2,305,142,272,117.3,223,159.71,264,375.4,922,433.2,830,396.1,753,39.5,97,39.5,77,36.8,70,36.3,60,96.5,237,111.2,213,73.7,140,10.1,99,6,47,2.9,23
220,,,5.7,10,1.7,3,,,25.8,46,35.6,63,20,35,,,,,,,,,,,,,,,,,23.6,42,6.2,11,4,7,12.4,82,14.9,98,15.1,100
221,3.7,10,2.2,5,2.2,5,2.3,5,47.8,129,38.3,88,47.1,108,39.29,84,112.6,304,93.9,216,96.8,222,20.7,56,20.7,73,36.2,83,37,79,14.8,40,17,39,13.1,30,4.3,51,5,51,1.9,19
222,0,0,0,0,0,0,0,0,8.9,14,3.8,6,5.1,8,5.91,9,18.3,29,22.8,36,27.2,43,22.8,36,22.8,39,15.2,24,23.7,36,12.6,20,19,30,17.1,27,1.3,9,2.7,18,1,7
223,12.1,23,11.9,23,13.7,26,5.9,11,31,59,26.5,51,22.6,43,41.6,78,188.9,360,161.4,311,231.7,441,72.4,138,72.4,109,93,177,106.7,200,22.6,43,23.4,45,33.6,64,25.3,169,25.3,171,32.2,217
224,0.4,1,1.3,3,1.7,4,0.5,1,8.9,21,10.6,25,6.4,15,19.32,43,43.3,102,43.3,102,51.7,122,14.8,35,14.8,36,33.1,78,28.3,63,30.1,71,20.8,49,18.7,44,1.2,13,0.8,8,0.8,8
